mal_id,title,source,episodes,synopsis,year,season,producers,genres,studios,demographics,themes,rating,sequel,favorites,score,wc,dropped,forum,type
3053,Ganbare! Kickers,Manga,23.0,"The Kickers are first and foremost a football team. Actually, they're only playing for their school, but haven't exactly covered themselves with glory. When the new player, Gregor (Daichi Kakeru) arrives at the school, they just had faced a resounding defeat again. However, thanks to Gregor, things are going to change. Highly motivated, they'll try to get rid of their ""always-loser-team"" image. Their strongest enemy are the Devils, who Gregor provokes right from the start. However, it's not all about football. When the captain, Mario (Hongou Masaru), is not pursued by his female fans, the Kickers often hang around and do stuff together.
(Source: AniDB)",1986.0,fall,['Nippon Television Network'],['Sports'],['Studio Pierrot'],['Kids'],['Team Sports'],G - All Ages,False,43,6.9,8937,394,0,
3054,La Seine no Hoshi,Other,39.0,"The story is set in Paris, on the night before the France Revolution. The civilians have been suffering under the tyrannical rule of Louis, the sixteenth. In order to release the people from their suffering, Simone, a young girl whose parents were killed by the aristocrats, decides to challenge the corrupted aristocrats. Covering her face with a red mask and leaving a red carnation as a mark of her presence, Simone is La Seine no Hoshi.

(Source: ANN)",1975.0,spring,[],"['Action', 'Adventure', 'Drama']",['Sunrise'],[],['Historical'],G - All Ages,False,5,6.65,1606,258,0,
3059,Ninja Senshi Tobikage,Original,43.0,"Ninja Senshi Tobikage tells the story of a boy named Joe Maya. One day, Joe, who lives on Mars, witnesses a battle between aliens. Those from Planet Zaboom are attacking the princess of Planet Radorio, she has escaped from the emperor of Zaboom who is scheming to conquer the universe and has crash landed on mars. 

Joe stumbles aboard the princesses ship, this starts a chain reaction of events that will alter their lives. Joe and his friends wield three powerful mecha beasts against the emperor of Zaboom and his forces, but the odds are stacked heavily against them. When all hope seems to be lost a mysterious ninja robot named Tobikage appears as if from nowhere to provide assitance, able to combine with the 3 mechanical beasts provides Tobikage with unmatched power, with his aide Joe fights the forces of Zaboom... 

(Source: ANN)",1985.0,fall,[],"['Adventure', 'Sci-Fi']",['Studio Pierrot'],[],"['Mecha', 'Space']",PG-13 - Teens 13 or older,False,23,7.0,2486,345,0,
3073,Robby to Kerobby,Original,52.0,A story of the adventures of Robby and Kerobby along with their other friends.,2007.0,spring,"['Aniplex', 'Yomiko Advertising', ""We've Inc.""]",['Comedy'],['A-1 Pictures'],['Kids'],[],G - All Ages,False,0,,212,125,0,
3075,Tondera House no Daibouken,Original,52.0,"The series began in the middle of a game of hide and seek, as a young boy named Justin Casey (Gen) finishes counting and begins searching for his friends Angela (usually called ""Angie"") and Corkey Roberts (Kanna and Tsukubo Natsuyama). 

As he searched for the brother and sister in the wooded area, a storm occurred all of a sudden. Justin managed to sneak up on the two before the rain started pouring, forcing them to run for cover. They would eventually find a house in the wooded area, previously unseen according to Justin. At first glance it appeared nobody was home after entering the house, until they discovered a robot named Solar Ion Robot (Kadenchin), or the acronym SIR. They would soon meet the owner of the house, Professor Humphrey Bumble (Dr. Tokio Taimu), who introduced the children to his greatest creation, a time machine. Professor Bumble's attempt at recreating Benjamin Franklin's famous lightning experiment with the use of a kite flying outside the house to get the machine working only led up to SIR's temporary change in personality before sending the entire house on course for the past. 

The children never realized how long the journey back home would be due to Professor Bumble's misguidance and errors in time travel, but in the meantime they witnessed and participated (with little or no consequences) in numerous events in the Bible's New Testament, from John the Baptist's birth to the rise of the Apostle Paul.""

(Source: Wikipedia)",1982.0,spring,['CBN'],"['Adventure', 'Sci-Fi']",['Tatsunoko Production'],[],"['Historical', 'Time Travel']",G - All Ages,False,13,6.32,977,230,0,
3077,Warau Salesman,Manga,103.0,"Each episode follows Fukuzou Moguro, a traveling salesman, and his current customer. Moguro deals in things that give his customers their heart's desire, and once his deals are made and their unhealthy desires are satisfied, Moguro's customers are often left with terrible repercussions, especially if they break the rules of his deals...",1989.0,fall,['TBS'],"['Comedy', 'Drama', 'Supernatural']",['Shin-Ei Animation'],['Seinen'],"['Adult Cast', 'Psychological']",R+ - Mild Nudity,True,59,7.03,2695,733,35,
3079,Aoki Ryuusei SPT Layzner,Original,38.0,"The story takes place in an alternate reality based in the year 1996, where humanity is advanced enough to develop long-range space travel, as well as bases on both the Moon and Mars. However, the Cold War tensions between the United States and the Soviet Union have not ended; rather, they've escalated as both sides build military facilities in space, and the shadow of nuclear conflict looms over humanity, both on and off Earth.

Meanwhile, on the Red Planet, an exchange program created by the United Nations to promote peace and understanding is about to begin; the ""Cosmic Culture Club,"" consisting of 16 boys and girls, as well as their instructor Elizabeth, arrives at the UN Mars base. Among the passengers is Anna a 14-year-old girl who serves as the narrator for the story.

Suddenly, four unidentified humanoid robots classified as Super Powered Tracers are detected, engaged in fierce combat with each other. The UN base is caught in the crossfire and quickly destroyed, killing all but six members of the ""Cosmic Culture Club""—Elizabeth, Arthur, Roan, David, Simone and Anna, and leaving them stranded on an inhospitable planet that has suddenly become a battlefield. As the battle ends, the lone SPT standing lands next to the terrified group and opens up revealing a pilot, who simply announces to them, ""Earth is at stake.""",1985.0,fall,[],['Sci-Fi'],['Sunrise'],[],"['Mecha', 'Military', 'Space']",PG-13 - Teens 13 or older,False,42,6.99,2886,340,27,
3081,Attacker You!,Manga,58.0,"Attacker You! is the story of ambitious and energetic 13-year-old junior high schoolgirl You Hazuki (variously known as ""Mila,"" ""Jeanne"" or ""Juana"" in Western dubbed versions of the anime), who moves to Tokyo from Osaka to live with her father Toshihiko, a cameraman recently returned from Peru, and attend school. You's mother is not in the picture, having left when You was very young. Also living with You and her father is her younger brother Sunny, who is very attached to his older sister and tends to follow her everywhere she goes, including to school and to her volleyball matches. You is also curious about Kyushi Tajima, the pretty blonde woman whom she sees covering volleyball games on television, and about why her father becomes very angry whenever You mentions her.

You is passionate about volleyball and dreams of one day being a part of Japan's national women's volleyball team in the 1988 Seoul Olympics. She joins her school's girls' volleyball team and quickly becomes one of the top players, although her coach (who is also her homeroom teacher) is brutal and literally slaps his players around when they don't live up to his expectations. You begins a tumultuous friendship with former school volleyball champ and former arch-rival Nami Hayase (French name: ""Peggy""), which comes to a head when the two girls join opposing professional teams. She also develops a crush on So Takiki, the captain of the Hikawa boys' volleyball team (known as ""Shiro,"" ""Serge"" or ""Sergio"" in various Western versions), and puts as much effort into trying to win his heart as she does into her game.",1984.0,spring,"['TV Tokyo', 'Shaft', 'Kino Production']","['Romance', 'Sports']",['Knack Productions'],['Shoujo'],['Team Sports'],R+ - Mild Nudity,False,26,6.7,5210,636,0,
3091,xxxHOLiC◆Kei,Manga,13.0,"Kimihiro Watanuki's life was never really normal. But in addition to his ability to see spirits, this sequel to xxxHOLiC finds him still slaving away for Yuuko, the bizarre owner of a strange shop, who promised to rid him of this ability. However, this otherworldly woman can only do so when he has worked enough to earn his wish. Such is the way for anyone who finds their way into the shop to have their request granted: a compensation equal to their wish must be paid. 

In this odd shop that straddles the world of the living and the dead, Watanuki finds himself doing household chores for the seemingly lazy Yuuko and her companions, while also helping out clients. Along with his classmates, supposed romantic rival Shizuka Doumeki and his crush Himawari Kunogi, Watanuki deals with the many misfortunes surrounding Yuuko's customers, as well as those that closely follow him and his friends.

[Written by MAL Rewrite]",2008.0,spring,"['TBS', 'BMG Japan', 'Kids Station', 'Kodansha', 'Movic', 'Fonishia']","['Comedy', 'Drama', 'Mystery', 'Supernatural']",['Production I.G'],['Seinen'],[],PG-13 - Teens 13 or older,True,673,8.2,102352,2778,629,
3092,Junjou Romantica,Manga,12.0,"High school student Misaki Takahashi returns home to see his older brother being fondled by an unknown man. Bewildered by such a sight, Misaki finds out that the stranger is actually Akihiko Usami, a popular novelist and his brother's best friend. With the two of them slowly becoming acquainted, Akihiko ends up as Misaki's private tutor. However, after stumbling upon the author's latest boys-love novel, Misaki becomes uncertain whether or not to trust Akihiko regarding his friendship with the student's brother.

Elsewhere, Hiroki Kamijou, a university teacher of classical literature and Akihiko's friend, is grieving a failed romance. While on the edge of a mental breakdown, he meets student Nowaki Kusama, who wants his help for an upcoming exam. Despite denying Nowaki's request numerous times, Hiroki eventually lends him a hand. As the two get closer, more revelations about the student are made.

Furthermore, when wealthy teenager Shinobu Takatsuki finds out that his older sister has divorced Hiroki's coworker You Miyagi, he immediately wants to date the same man—as he saved Shinobu from a robbery three years prior. Even so, You does not feel the same way and attempts to scare him off. However, the educator soon realizes that Shinobu will do anything for their destined romance.

Junjou Romantica collects three love stories, narrating every couple's romance.

[Written by MAL Rewrite]",2008.0,spring,"['Frontier Works', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'KlockWorx', 'Memory-Tech', 'Romantica club !!']","['Boys Love', 'Comedy', 'Drama']",['Studio Deen'],[],['Adult Cast'],PG-13 - Teens 13 or older,False,4407,7.43,221596,10230,601,
3098,Shutsugeki! Machine Robo Rescue,Unknown,53.0,"In the future, age is not a factor to determine whether someone can perform a certain task or not, but special talent and training. An organization, Machine Robo Rescue (MRR), was established for robots and children to become partner and rescue people from danger. Then 12 children with various abilities were selected and introduced as part of this program: Robo Rescue! 

Meet Oozora Taiyou, one of the children who were chosen as a part of MRR program. After being late on his first day of training, he went to perform a hot rescue with JETROBO. However, a mysterious Robot from mysterious organization, ""The Star""(?), appeared before MRR team to interfere with the rescue. What are the motives of the mysterious organization? And what are their goals? 

Life as one of the children chosen as part of MRR has started for Oozora Taiyou. Bumpy and hard training is just ahead for MRR team in order to protect many people's life!

(Source: AnimeNfo)",2003.0,winter,"['TV Tokyo', 'Bandai Visual', 'Lantis']",['Sci-Fi'],['Sunrise'],[],['Mecha'],PG - Children,False,11,7.05,1483,214,3,
3099,Juusenshi Gulkeeva,Original,26.0,"The world we live in is called Earthside in this story. There are the other worlds called Nosfertia, Heavenstia, and Eternalia. When Darknoids from Nosfertia begun invasion to Earthside, Heavenstia sent 3 Animanoids (beast-humans) to prevent it. The lead character Touya had believed that he was a mere human but found he was actually a being of Eternalia. With the help of 3 Animanoids, Touya fights to defend Earthside.",1995.0,spring,['TV Tokyo Music'],['Fantasy'],['Sunrise'],[],"['Mecha', 'Super Power']",PG-13 - Teens 13 or older,False,4,6.63,1044,193,0,
3101,F-Zero: Falcon Densetsu,Game,51.0,"Rick Wheeler was a police detective who got into a fatal car accident while pursuing the criminal Zoda. He was placed into artificial coldsleep for 150 years. Wheeler is brought back to life by Jody Summer and Dr. Stewart, who work with a group of good racers who try to keep prize money out of the hands of unsavory people like the Dark Million Organization run by Black Shadow and Deathborn.",2003.0,fall,"['TV Tokyo', 'Dentsu']","['Adventure', 'Sci-Fi']",['Ashi Productions'],[],"['Mecha', 'Racing']",PG - Children,False,67,6.52,4012,884,46,
